"","source_df","sample_id","sci_name","sample_info","common_name","sampling_location","sample_origin","prep_form","body_part","ref_id","data_processing_comments","Nutrient","Value","Nutrient_Name","Unit_converted","body_part_2","outlier_calcium","outlier_calcium2","outlier_iron","outlier_iron2","outlier_selenium","outlier_selenium2","outlier_dha","outlier_dha2","outlier_epa","outlier_epa2","outlier_pufa","outlier_pufa2","outlier_protein1","outlier_protein2","outlier_zinc","outlier_zinc1","outlier_vitA","outlier_vitA2"
"70","uFish","091046","Gadus morhua","Atlantic cod, fillet, raw (Northeast Atlantic)",NA,NA,NA,"r","muscle","fi074, fi105, fi122, fi146, fi243, fi244, fi266, fi361, fi365, fi366, fi437, fi439, fi440, fi441, NIFES-Cod - farmed/wild - fillet (Gadus morhua), DTU-72, 091044",NA,"FE(mg)",0.1635,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"71","uFish","091047","Gadus morhua","Atlantic cod, wild, fillet, raw (Northeast Atlantic)",NA,NA,"Wild","r","muscle","fi074, fi105, fi122, fi146, fi244, fi266, fi243, fi439, fi440, fi441, NIFES-Cod - wild - fillet (Gadus morhua), 091044",NA,"FE(mg)",0.164375,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"72","uFish","091048","Gadus morhua","Atlantic cod, wild, fillet w/o skin, raw (Northeast Atlantic)",NA,NA,"Wild","r","muscle_skinless","fi074, fi105, fi122, fi146, fi243, fi244, fi266, fi440, fi441, 091044, 091047",NA,"FE(mg)",0.148461538461538,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"73","uFish","091049","Gadus morhua","Atlantic cod, wild, fillet w/o skin, raw (treated)",NA,NA,"Wild","r","muscle_skinless","fi243, 091044, 091047",NA,"FE(mg)",0.164375,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"74","uFish","091052","Gadus macrocephalus","Pacific cod, fillet, raw (n.s.)",NA,NA,NA,"r","muscle","fi030, fi125, fi156, fi195, fi290, SR27-15268/15019, CAN-3196, USY-889",NA,"FE(mg)",0.1726,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"75","uFish","091053","Gadus macrocephalus","Pacific cod, wild, fillet, raw (Northeast Pacific)",NA,NA,"Wild","r","muscle","fi030, fi125, fi156, fi195, fi290, 091052",NA,"FE(mg)",0.177666666666667,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"76","uFish","091054","Gadus macrocephalus","Pacific cod, fillet, raw (not previously frozen)",NA,NA,NA,"r","muscle","SR27-15268, 091052",NA,"FE(mg)",0.17,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"77","uFish","091055","Gadus macrocephalus","Pacific cod, fillet, raw (may have been previously frozen)",NA,NA,NA,"r","muscle","SR27-15019, 091052",NA,"FE(mg)",0.16,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"78","uFish","091056","Dicentrarchus labrax","European sea bass, fillet, raw (n.s.)",NA,NA,NA,"r","muscle","fi009, fi034, fi045, fi048, fi070, fi080, fi136, fi244, fi266, fi269, fi471, dAA",NA,"FE(mg)",0.982409428571428,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"79","uFish","091057","Dicentrarchus labrax","European sea bass, wild, fillet, raw",NA,NA,"Wild","r","muscle","fi048, fi070, fi080, fi244, 091056, dAA",NA,"FE(mg)",0.972975,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"80","uFish","091059","Trachurus trachurus","Atlantic horse mackerel, wild, fillet w/o skin, raw (n.s.)",NA,NA,"Wild","r","muscle_skinless","fi003, fi055, fi072, fi073, fi080, fi082, fi089, fi105, fi131, fi173, fi244, NIFES-Horse mackerel (Trachurus trachurus), dAA",NA,"FE(mg)",1.08333333333333,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"81","uFish","091060","Trachurus trachurus","Atlantic horse mackerel, wild, fatty, fillet w/o skin, raw",NA,NA,"Wild","r","muscle_skinless","fi003, fi055, fi072, fi089, fi105, fi131, fi244, NIFES-Horse mackerel (Trachurus trachurus), 091059, dAA",NA,"FE(mg)",1.125,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"82","uFish","091061","Trachurus trachurus","Atlantic horse mackerel, atlantic, wild, lean, fillet w/o skin, raw",NA,NA,"Wild","r","muscle_skinless","fi072, fi073, fi080, fi082, fi089, fi105, fi173, fi244, 091059, dAA",NA,"FE(mg)",1,"Iron (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"83","uFish","091001","Oreochromis niloticus","Nile tilapia, fillet, raw (n.s.)",NA,NA,NA,"r","muscle","fi002, fi015, fi017, fi023, fi028, fi074, fi100, fi118, fi157, fi277, fi435, fi244, fi266, fi333, fi435, fi465, fi445, UK7-16-154, CIQ12-Nile tilapia, CRY-Tilapia, SR27-15261, WF",NA,"ZN(mg)",0.444,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"84","uFish","091004","Oreochromis niloticus","Nile tilapia, dressed w/ head, raw (Bangladesh)",NA,NA,NA,"r","whole","fi333, fi367, fi467, 091001, AF2-AAG15, SR27-15261",NA,"ZN(mg)",1.04,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"85","uFish","091005","Oreochromis niloticus","Nile tilapia, wild, fillet w/ bones, raw (Africa)",NA,NA,"Wild","r","muscle","fi023, fi028, fi038, fi100, fi118, fi278, fi445, 091001, SR27-15261",NA,"ZN(mg)",7,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"86","uFish","091006","Oreochromis niloticus","Nile tilapia, wild, dorsal muscle w/o skin, raw",NA,NA,NA,"r","muscle","fi100, fi333, 091001, SR27-15261",NA,"ZN(mg)",0.47,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"87","uFish","091007","Clarias spp","Torpedo-shaped catfishes, raw",NA,NA,NA,"r","whole","fi001, fi002, fi023, fi028, ffi033, i034, fi038, fi046, fi097, fi103, fi118, fi196, fi278, fi280, fi282, fi287, fi288, fi291, fi297, fi298, fi329, fi327, fi355, AF1-AAG24, S1-Catfishes, air-breathing (Clariidae spp), S2-Catfishes, air-breathing (Clariidae spp), S3-Catfishes, air-breathing (Clariidae), S4-Catfishes, air-breathing (Clariidae spp), P6-090383, AF2-AAG22, BD13-09_0070, CH02-121105, FAOY-Catfish fillet, dAA, 091017, 091021",NA,"ZN(mg)",0.661,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"88","uFish","091008","Clarias batrachus","Philippine catfish, whole, raw",NA,NA,NA,"r","whole","fi003, fi103, fi199, fi297, fi298, fi329, fi327, fi355, fi367, AF2-AAG22, BD13-09_0070, 091007, dAA, 091017, 091021",NA,"ZN(mg)",0.67575,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"89","uFish","091009","Clarias gariepinus","North African catfish, fillet, raw (n.s.)",NA,NA,NA,"r","muscle","fi001, fi023, fi028, fi034, fi038, fi097, fi118, fi196, fi278, fi280, fi282, fi292, 091007, dAA, 091017, 091021",NA,"ZN(mg)",1.074,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"90","uFish","091010","Clarias gariepinus","North African catfish, wild, fillet w/ bones, raw",NA,NA,NA,"r","muscle","fi023, fi028, fi038, fi118, fi196, fi278, 091007, 091009",NA,"ZN(mg)",8,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"91","uFish","091011","Clarias gariepinus","North African catfish, wild, fillet, raw",NA,NA,NA,"r","muscle","fi023, fi028, fi038, fi118, fi196, fi278, 091007, 091009",NA,"ZN(mg)",1.074,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"92","uFish","091012","Clarias macrocephalus","Bighead catfish, fillet, raw (ASEAN)",NA,NA,NA,"r","muscle","fi002, fi046, fi287, fi288, fi291, AF1-AAG24, 091007, 091017, 091021",NA,"ZN(mg)",0.2,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"93","uFish","091013","Clarias macrocephalus","Bighead catfish, fillet w/ skin, raw (ASEAN)",NA,NA,NA,"r","muscle","fi002, fi288, fi291, AF-AAG24, 091007, 091013",NA,"ZN(mg)",0.2,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"94","uFish","091014","Esox lucius","Northern pike, fillet w/o skin, raw (n.s.)",NA,NA,NA,"r","muscle_skinless","fi004, fi026, fi110, fi122, fi202, fi105, fi110, fi283, fi284, fi285, fi286, CAN-3036, SR27-15062, DTU-611, SWE-1262, SFK6-Pike, USY-1830, dAA",NA,"ZN(mg)",0.819641909090909,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"95","uFish","091015","Esox lucius","Northern pike, wild, fillet w/o skin, raw (Europe)",NA,NA,"Wild","r","muscle_skinless","fi026, fi110, fi122, fi202, fi283, fi284, fi285, fi286, DTU-611, SWE-1262, 091015, dAA",NA,"ZN(mg)",0.813723,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"96","uFish","091016","Esox lucius","Northern pike, wild, fillet w/o skin, raw (North America)",NA,NA,"Wild","r","muscle_skinless","fi004, SR27-15062, CAN-3036, 091015, 091016, dAA",NA,"ZN(mg)",0.83,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"97","uFish","091017","Ictalurus punctatus","Catfish, channel, fillet, raw (n.s.)",NA,NA,NA,"r","muscle","fi120, fi014, fi289, fi290, fi291, fi365, fi366, fi465, SR27-15010/15234",NA,"ZN(mg)",0.828333333333333,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"98","uFish","091020","Ictalurus punctatus","Catfish, channel, wild, fillet, raw (USA)",NA,NA,"Wild","r","muscle","fi120, fi365, fi359, SR27-15010/15234, fi465, 091017",NA,"ZN(mg)",0.51,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"99","uFish","091024","Pangasius hypophthalmus","Striped catfish, whole, raw (ASEAN/Bangladesh)",NA,NA,NA,"r","whole","fi333, fi362, fi367, fi464, 091021, dAA",NA,"ZN(mg)",0.453333333333333,"Zinc (mg)","mg/100g","whole","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"100","uFish","091025","Pangasius hypophthalmus","Striped catfish, tail part, raw (Bangladesh)",NA,NA,NA,"r","muscle","fi463, fi466, fi367, 091021, 091024, dAA",NA,"ZN(mg)",0.71,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"101","uFish","091026","Salmo salar","Atlantic salmon, fillet w/o skin, raw (n.s.)",NA,NA,NA,"r","muscle_skinless","fi005, fi045, fi074, fi105, fi243, fi244, fi268, fi361, fi443, fi444, fi446, NIFES-Atlantic salmon - farmed (Salmo salar), SR27-15236/15076, UK7-16-360/16-356, DTU-1658/30, USY-2230",NA,"ZN(mg)",0.3975,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"102","uFish","091032","Salmo salar","Atlantic salmon, wild, fillet w/o skin, raw (n.s.)",NA,NA,"Wild","r","muscle_skinless","fi074, fi105, fi443, fi444, SR27-15076, DTU-30, UK7-16-360, 091026",NA,"ZN(mg)",0.57,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"103","uFish","091033","Salmo salar","Atlantic salmon, wild, fillet w/o skin, raw (Northeast Atlantic)",NA,NA,"Wild","r","muscle_skinless","fi074, fi105, fi443, DTU-30, UK7-16-360, 091026, 091032",NA,"ZN(mg)",0.5,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"104","uFish","091034","Salmo salar","Atlantic salmon, wild, fillet w/o skin, raw (Northwest Atlantic)",NA,NA,"Wild","r","muscle_skinless","fi444, SR27-15076, 091026, 091032",NA,"ZN(mg)",0.64,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"105","uFish","091035","Oncorhynchus mykiss","Rainbow trout, fillet, raw (n.s.)",NA,NA,NA,"r","muscle","fi018, fi055, fi074, fi099, fi105, fi119, fi120, fi122, fi141, fi154, fi180, fi195, fi244, fi269, fi361, fi438, fi440, fi441, SR27-15240/15115, DK7-0886, NIFES-Rainbow trout - farmed (Onocorhynchus mykiss), CAN-3205/3186, CH02-121130, NZ13-K50, USY-2565, fi472",NA,"ZN(mg)",0.963333333333333,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"106","uFish","091041","Oncorhynchus mykiss","Rainbow trout, wild, fillet, raw",NA,NA,"Wild","r","muscle","fi120, fi195, fi141, fi438, SR27-15115, CAN-3205, 091035",NA,"ZN(mg)",1.08,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"107","uFish","091042","Solea solea","Common sole, fillet, raw (n.s.)",NA,NA,NA,"r","muscle","fi055, fi066, fi080, fi045, fi092, fi275, fi276, fi244, DTU-595, dAA",NA,"ZN(mg)",0.505,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"108","uFish","091043","Solea solea","Common sole, wild, fillet, raw",NA,NA,"Wild","r","muscle","fi055, fi066, fi080, fi244, fi275, 091042, dAA",NA,"ZN(mg)",0.42,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"109","uFish","091044","Gadus morhua","Atlantic cod, fillet, raw (n.s.)",NA,NA,NA,"r","muscle","fi045, fi074, fi105, fi122, fi146, fi290, fi243, fi244, fi266, fi361, fi365, fi366, fi437, fi439, fi440, fi441, fi446, NIFES-Cod - wild/farmed - fillet (Gadus morhua), SR27-15015, DTU-72, FAO89",NA,"ZN(mg)",0.375454545454545,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"110","uFish","091045","Gadus morhua","Atlantic cod, fillet, raw (Northwest Atlantic)",NA,NA,NA,"r","muscle","fi290, fi365, fi366, SR27-15015, 091044",NA,"ZN(mg)",0.45,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"111","uFish","091046","Gadus morhua","Atlantic cod, fillet, raw (Northeast Atlantic)",NA,NA,NA,"r","muscle","fi074, fi105, fi122, fi146, fi243, fi244, fi266, fi361, fi365, fi366, fi437, fi439, fi440, fi441, NIFES-Cod - farmed/wild - fillet (Gadus morhua), DTU-72, 091044",NA,"ZN(mg)",0.371904761904762,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"112","uFish","091047","Gadus morhua","Atlantic cod, wild, fillet, raw (Northeast Atlantic)",NA,NA,"Wild","r","muscle","fi074, fi105, fi122, fi146, fi244, fi266, fi243, fi439, fi440, fi441, NIFES-Cod - wild - fillet (Gadus morhua), 091044",NA,"ZN(mg)",0.356875,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"113","uFish","091048","Gadus morhua","Atlantic cod, wild, fillet w/o skin, raw (Northeast Atlantic)",NA,NA,"Wild","r","muscle_skinless","fi074, fi105, fi122, fi146, fi243, fi244, fi266, fi440, fi441, 091044, 091047",NA,"ZN(mg)",0.36,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"114","uFish","091049","Gadus morhua","Atlantic cod, wild, fillet w/o skin, raw (treated)",NA,NA,"Wild","r","muscle_skinless","fi243, 091044, 091047",NA,"ZN(mg)",0.356875,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"115","uFish","091052","Gadus macrocephalus","Pacific cod, fillet, raw (n.s.)",NA,NA,NA,"r","muscle","fi030, fi125, fi156, fi195, fi290, SR27-15268/15019, CAN-3196, USY-889",NA,"ZN(mg)",0.36236,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"116","uFish","091053","Gadus macrocephalus","Pacific cod, wild, fillet, raw (Northeast Pacific)",NA,NA,"Wild","r","muscle","fi030, fi125, fi156, fi195, fi290, 091052",NA,"ZN(mg)",0.383933333333333,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"117","uFish","091054","Gadus macrocephalus","Pacific cod, fillet, raw (not previously frozen)",NA,NA,NA,"r","muscle","SR27-15268, 091052",NA,"ZN(mg)",0.35,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"118","uFish","091055","Gadus macrocephalus","Pacific cod, fillet, raw (may have been previously frozen)",NA,NA,NA,"r","muscle","SR27-15019, 091052",NA,"ZN(mg)",0.31,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"119","uFish","091056","Dicentrarchus labrax","European sea bass, fillet, raw (n.s.)",NA,NA,NA,"r","muscle","fi009, fi034, fi045, fi048, fi070, fi080, fi136, fi244, fi266, fi269, fi471, dAA",NA,"ZN(mg)",0.658711428571429,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"120","uFish","091057","Dicentrarchus labrax","European sea bass, wild, fillet, raw",NA,NA,"Wild","r","muscle","fi048, fi070, fi080, fi244, 091056, dAA",NA,"ZN(mg)",0.7491,"Zinc (mg)","mg/100g","muscle (with and without organs)","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
