"","sci_name","Genus","Species","nutrient_data","ctmax_estimate","gl_fish","db","Family"
"909","Lepomis auritus","Lepomis","auritus","Y",NA,NA,"itis","Centrarchidae"
"910","Morone chrysops","Morone","chrysops","Y","Y","Y","itis","Moronidae"
"911","Archosargus probatocephalus","Archosargus","probatocephalus","Y",NA,NA,"itis","Sparidae"
"912","Notropis eomutus","Notropis","eomutus","Y",NA,NA,"itis","Leuciscidae"
"913","Roecus chrysops","Roecus","chrysops","Y",NA,NA,"itis",NA
"914","Dorosoma cepedianum","Dorosoma","cepedianum","Y","Y","Y","itis","Clupeidae"
"915","Eupomotis macrochirus","Eupomotis","macrochirus","Y",NA,NA,"itis",NA
"916","Ictalurus furcatus","Ictalurus","furcatus","Y",NA,NA,"itis","Ictaluridae"
"917","Ictalurus nebulosus","Ictalurus","nebulosus","Y",NA,NA,"itis","Ictaluridae"
"918","Morone americana","Morone","americana","Y","Y","Y","itis","Moronidae"
"919","Lepomis gibbosus","Lepomis","gibbosus","Y","Y","Y","itis","Centrarchidae"
"920","Salmo gairdneri","Salmo","gairdneri","Y",NA,NA,"itis","Salmonidae"
"921","Scomberomorus calvalla","Scomberomorus","calvalla","Y",NA,NA,"itis","Scombridae"
"922","Saline gairdneri","Saline","gairdneri","Y",NA,NA,"itis",NA
"923","Coregonus zenithlcus","Coregonus","zenithlcus","Y",NA,NA,"itis","Salmonidae"
"924","Prosopium cylindraceum","Prosopium","cylindraceum","Y",NA,"Y","itis","Salmonidae"
"925","Moxostoma carinatum","Moxostoma","carinatum","Y",NA,"Y","itis","Catostomidae"
"926","Achirus mazatlanus","Achirus","mazatlanus",NA,"Y",NA,"itis","Achiridae"
"927","Acipenser baerii","Acipenser","baerii",NA,"Y",NA,"itis","Acipenseridae"
"928","Acipenser brevirostrum","Acipenser","brevirostrum",NA,"Y",NA,"itis","Acipenseridae"
"929","Acipenser medirostris","Acipenser","medirostris",NA,"Y",NA,"itis","Acipenseridae"
"930","Oryzias melastigma","Oryzias","melastigma",NA,"Y",NA,"itis","Adrianichthyidae"
"931","Albula vulpes","Albula","vulpes",NA,"Y",NA,"itis","Albulidae"
"932","Ambassis agrammus","Ambassis","agrammus",NA,"Y",NA,"itis","Chandidae"
"933","Ambassis ambassis","Ambassis","ambassis",NA,"Y",NA,"itis","Chandidae"
"934","Ambassis gymnocephalus","Ambassis","gymnocephalus",NA,"Y",NA,"itis","Chandidae"
"935","Ambassis kopsii","Ambassis","kopsii",NA,"Y",NA,"itis","Chandidae"
"936","Ambassis natalensis","Ambassis","natalensis",NA,"Y",NA,"itis","Chandidae"
"937","Anguilla australis","Anguilla","australis",NA,"Y",NA,"itis","Anguillidae"
"938","Anguilla dieffenbachii","Anguilla","dieffenbachii",NA,"Y",NA,"itis","Anguillidae"
"939","Apogon dovii","Apogon","dovii",NA,"Y",NA,"itis","Apogonidae"
"940","Apogon maculatus","Apogon","maculatus",NA,"Y",NA,"itis","Apogonidae"
"941","Apogon pacificus","Apogon","pacificus",NA,"Y",NA,"itis","Apogonidae"
"942","Nectamia savayensis","Nectamia","savayensis",NA,"Y",NA,"itis",NA
"943","Ostorhinchus aureus","Ostorhinchus","aureus",NA,"Y",NA,"itis",NA
"944","Ostorhinchus novemfasciatus","Ostorhinchus","novemfasciatus",NA,"Y",NA,"itis",NA
"945","Craterocephalus stercusmuscarum","Craterocephalus","stercusmuscarum",NA,"Y",NA,"itis","Atherinidae"
"946","Atherinops affinis","Atherinops","affinis",NA,"Y",NA,"itis","Atherinopsidae"
"947","Labidesthes sicculus","Labidesthes","sicculus",NA,"Y","Y","itis","Atherinopsidae"
"948","Leuresthes sardina","Leuresthes","sardina",NA,"Y",NA,"itis","Atherinopsidae"
"949","Leuresthes tenuis","Leuresthes","tenuis",NA,"Y",NA,"itis","Atherinopsidae"
"950","Menidia beryllina","Menidia","beryllina",NA,"Y",NA,"itis","Atherinopsidae"
"951","Odontesthes bonariensis","Odontesthes","bonariensis",NA,"Y",NA,"itis","Atherinopsidae"
"952","Horabagrus brachysoma","Horabagrus","brachysoma",NA,"Y",NA,"itis","Bagridae"
"953","Pseudobagrus vachellii","Pseudobagrus","vachellii",NA,"Y",NA,"itis","Bagridae"
"954","Coryphoblennius galerita","Coryphoblennius","galerita",NA,"Y",NA,"itis","Blenniidae"
"955","Hypsoblennius gilberti","Hypsoblennius","gilberti",NA,"Y",NA,"itis","Blenniidae"
"956","Lipophrys pholis","Lipophrys","pholis",NA,"Y",NA,"itis","Blenniidae"
"957","Lipophrys trigloides","Lipophrys","trigloides",NA,"Y",NA,"itis","Blenniidae"
"958","Paralticus amboinensis","Paralticus","amboinensis",NA,"Y",NA,"itis","Blenniidae"
"959","Plagiotremus azaleus","Plagiotremus","azaleus",NA,"Y",NA,"itis","Blenniidae"
"960","Bothus pantherinus","Bothus","pantherinus",NA,"Y",NA,"itis","Bothidae"
"961","Bovichtus variegatus","Bovichtus","variegatus",NA,"Y",NA,"itis","Bovichthyidae"
"962","Callichthys callichthys","Callichthys","callichthys",NA,"Y",NA,"itis","Callichthyidae"
"963","Corydoras ehrhardti","Corydoras","ehrhardti",NA,"Y",NA,"itis","Callichthyidae"
"964","Corydoras paleatus","Corydoras","paleatus",NA,"Y",NA,"itis","Callichthyidae"
"965","Scleromystax barbatus","Scleromystax","barbatus",NA,"Y",NA,"itis",NA
"966","Pseudocaranx dentex","Pseudocaranx","dentex",NA,"Y",NA,"itis","Carangidae"
"967","Seriola quinqueradiata","Seriola","quinqueradiata",NA,"Y",NA,"itis","Carangidae"
"968","Trachinotus carolinus","Trachinotus","carolinus",NA,"Y",NA,"itis","Carangidae"
"969","Trachinotus paitensis","Trachinotus","paitensis",NA,"Y",NA,"itis","Carangidae"
"970","Trachurus japonicus","Trachurus","japonicus",NA,"Y",NA,"itis","Carangidae"
"971","Carpiodes carpio","Carpiodes","carpio",NA,"Y","Y","itis","Catostomidae"
"972","Carpiodes cyprinus","Carpiodes","cyprinus",NA,"Y","Y","itis","Catostomidae"
"973","Catostomus clarkii","Catostomus","clarkii",NA,"Y",NA,"itis","Catostomidae"
"974","Catostomus latipinnis","Catostomus","latipinnis",NA,"Y",NA,"itis","Catostomidae"
"975","Catostomus occidentalis","Catostomus","occidentalis",NA,"Y",NA,"itis","Catostomidae"
"976","Catostomus platyrhynchus","Catostomus","platyrhynchus",NA,"Y",NA,"itis","Catostomidae"
"977","Catostomus snyderi","Catostomus","snyderi",NA,"Y",NA,"itis","Catostomidae"
"978","Chasmistes brevirostris","Chasmistes","brevirostris",NA,"Y",NA,"itis","Catostomidae"
"979","Chasmistes liorus","Chasmistes","liorus",NA,"Y",NA,"itis","Catostomidae"
"980","Hypentelium nigricans","Hypentelium","nigricans",NA,"Y","Y","itis","Catostomidae"
"981","Ictiobus bubalus","Ictiobus","bubalus",NA,"Y","Y","itis","Catostomidae"
"982","Moxostoma erythrurum","Moxostoma","erythrurum",NA,"Y","Y","itis","Catostomidae"
"983","Moxostoma macrolepidotum","Moxostoma","macrolepidotum",NA,"Y","Y","itis","Catostomidae"
"984","Moxostoma robustum","Moxostoma","robustum",NA,"Y",NA,"itis","Catostomidae"
"985","Xyrauchen texanus","Xyrauchen","texanus",NA,"Y",NA,"itis","Catostomidae"
"986","Archoplites interruptus","Archoplites","interruptus",NA,"Y",NA,"itis","Centrarchidae"
"987","Lepomis cyanellus","Lepomis","cyanellus",NA,"Y","Y","itis","Centrarchidae"
"988","Lepomis gulosus","Lepomis","gulosus",NA,"Y","Y","itis","Centrarchidae"
"989","Lepomis humilis","Lepomis","humilis",NA,"Y","Y","itis","Centrarchidae"
"990","Lepomis megalotis","Lepomis","megalotis",NA,"Y","Y","itis","Centrarchidae"
"991","Micropterus floridanus","Micropterus","floridanus",NA,"Y",NA,"itis","Centrarchidae"
"992","Micropterus punctulatus","Micropterus","punctulatus",NA,"Y",NA,"itis","Centrarchidae"
"993","Pomoxis annularis","Pomoxis","annularis",NA,"Y","Y","itis","Centrarchidae"
"994","Acanthemblemaria hancocki","Acanthemblemaria","hancocki",NA,"Y",NA,"itis","Chaenopsidae"
"995","Chelmon rostratus","Chelmon","rostratus",NA,"Y",NA,"itis","Chaetodontidae"
"996","Chionodraco rastrospinosus","Chionodraco","rastrospinosus",NA,"Y",NA,"itis","Channichthyidae"
"997","Astyanax bimaculatus","Astyanax","bimaculatus",NA,"Y",NA,"itis","Characidae"
"998","Astyanax eigenmanniorum","Astyanax","eigenmanniorum",NA,"Y",NA,"itis","Characidae"
"999","Astyanax lineatus","Astyanax","lineatus",NA,"Y",NA,"itis","Characidae"
"1000","Bryconamericus thomasi","Bryconamericus","thomasi",NA,"Y",NA,"itis","Characidae"
"1001","Gymnocharacinus bergii","Gymnocharacinus","bergii",NA,"Y",NA,"itis","Characidae"
"1002","Cheimarrichthys fosteri","Cheimarrichthys","fosteri",NA,"Y",NA,"itis","Cheimarrhichthyidae"
"1003","Alcolapia grahami","Alcolapia","grahami",NA,"Y",NA,"itis",NA
"1004","Bujurquina vittata","Bujurquina","vittata",NA,"Y",NA,"itis","Cichlidae"
"1005","Cichlasoma urophthalmum","Cichlasoma","urophthalmum",NA,"Y",NA,"itis","Cichlidae"
"1006","Geophagus brasiliensis","Geophagus","brasiliensis",NA,"Y",NA,"itis",NA
"1007","Hemichromis guttatus","Hemichromis","guttatus",NA,"Y",NA,"itis","Cichlidae"
"1008","Pseudocrenilabrus multicolor","Pseudocrenilabrus","multicolor",NA,"Y",NA,"itis","Cichlidae"
"1009","Pterophyllum scalare","Pterophyllum","scalare",NA,"Y",NA,"itis","Cichlidae"
"1010","Sarotherodon melanotheron","Sarotherodon","melanotheron",NA,"Y",NA,"itis","Cichlidae"
"1011","Tilapia mariae","Tilapia","mariae",NA,"Y",NA,"itis","Cichlidae"
"1012","Cirrhitichthys oxycephalus","Cirrhitichthys","oxycephalus",NA,"Y",NA,"itis","Cirrhitidae"
"1013","Paracirrhites hemistictus","Paracirrhites","hemistictus",NA,"Y",NA,"itis","Cirrhitidae"
"1014","Clupea pallasii","Clupea","pallasii",NA,"Y",NA,"itis","Clupeidae"
"1015","Dorosoma petenense","Dorosoma","petenense",NA,"Y",NA,"itis","Clupeidae"
"1016","Misgurnus fossilis","Misgurnus","fossilis",NA,"Y",NA,"itis","Cobitidae"
"1017","Clinocottus analis","Clinocottus","analis",NA,"Y",NA,"itis","Cottidae"
"1018","Cottus bairdii","Cottus","bairdii",NA,"Y","Y","itis","Cottidae"
"1019","Cottus carolinae","Cottus","carolinae",NA,"Y",NA,"itis","Cottidae"
"1020","Cottus gobio","Cottus","gobio",NA,"Y",NA,"itis","Cottidae"
"1021","Cottus hypselurus","Cottus","hypselurus",NA,"Y",NA,"itis","Cottidae"
"1022","Cottus paulus","Cottus","paulus",NA,"Y",NA,"itis","Cottidae"
"1023","Cottus tallapoosae","Cottus","tallapoosae",NA,"Y",NA,"itis","Cottidae"
"1024","Oligocottus maculosus","Oligocottus","maculosus",NA,"Y",NA,"itis","Cottidae"
"1025","Cynoglossus puncticeps","Cynoglossus","puncticeps",NA,"Y",NA,"itis","Cynoglossidae"
"1026","Agosia chrysogaster","Agosia","chrysogaster",NA,"Y",NA,"itis","Leuciscidae"
"1027","Alburnus alburnus","Alburnus","alburnus",NA,"Y",NA,"itis","Leuciscidae"
"1028","Alburnus chalcoides","Alburnus","chalcoides",NA,"Y",NA,"itis","Leuciscidae"
"1029","Ballerus ballerus","Ballerus","ballerus",NA,"Y",NA,"itis","Leuciscidae"
"1030","Barbus barbus","Barbus","barbus",NA,"Y",NA,"itis","Cyprinidae"
"1031","Barilius bendelisis","Barilius","bendelisis",NA,"Y",NA,"itis","Cyprinidae"
"1032","Chrosomus eos","Chrosomus","eos",NA,"Y","Y","itis","Leuciscidae"
"1033","Chrosomus erythrogaster","Chrosomus","erythrogaster",NA,"Y","Y","itis","Leuciscidae"
"1034","Chrosomus neogaeus","Chrosomus","neogaeus",NA,"Y","Y","itis","Leuciscidae"
"1035","Clinostomus elongatus","Clinostomus","elongatus",NA,"Y","Y","itis","Leuciscidae"
"1036","Cyprinella lutrensis","Cyprinella","lutrensis",NA,"Y","Y","itis","Leuciscidae"
"1037","Cyprinella spiloptera","Cyprinella","spiloptera",NA,"Y","Y","itis","Leuciscidae"
"1038","Danio albolineatus","Danio","albolineatus",NA,"Y",NA,"itis","Cyprinidae"
"1039","Danio choprae","Danio","choprae",NA,"Y",NA,"itis","Cyprinidae"
"1040","Danio rerio","Danio","rerio",NA,"Y",NA,"itis","Cyprinidae"
"1041","Dionda diaboli","Dionda","diaboli",NA,"Y",NA,"itis","Leuciscidae"
"1042","Ericymba buccata","Ericymba","buccata",NA,"Y",NA,"itis","Leuciscidae"
"1043","Gila coerulea","Gila","coerulea",NA,"Y",NA,"itis","Leuciscidae"
"1044","Gila elegans","Gila","elegans",NA,"Y",NA,"itis","Leuciscidae"
"1045","Gila intermedia","Gila","intermedia",NA,"Y",NA,"itis","Leuciscidae"
"1046","Gila robusta","Gila","robusta",NA,"Y",NA,"itis","Leuciscidae"
"1047","Gobio gobio","Gobio","gobio",NA,"Y",NA,"itis","Cyprinidae"
"1048","Hesperoleucus symmetricus","Hesperoleucus","symmetricus",NA,"Y",NA,"itis","Leuciscidae"
"1049","Hybognathus placitus","Hybognathus","placitus",NA,"Y",NA,"itis","Leuciscidae"
"1050","Hybopsis amblops","Hybopsis","amblops",NA,"Y","Y","itis","Leuciscidae"
"1051","Lavinia exilicauda","Lavinia","exilicauda",NA,"Y",NA,"itis","Leuciscidae"
"1052","Lepidomeda copei","Lepidomeda","copei",NA,"Y",NA,"itis","Leuciscidae"
"1053","Lepidomeda mollispinis","Lepidomeda","mollispinis",NA,"Y",NA,"itis","Leuciscidae"
"1054","Luxilus chrysocephalus","Luxilus","chrysocephalus",NA,"Y","Y","itis","Leuciscidae"
"1055","Luxilus cornutus","Luxilus","cornutus",NA,"Y","Y","itis","Leuciscidae"
"1056","Luxilus zonatus","Luxilus","zonatus",NA,"Y",NA,"itis","Leuciscidae"
"1057","Lythrurus umbratilis","Lythrurus","umbratilis",NA,"Y","Y","itis","Leuciscidae"
"1058","Meda fulgida","Meda","fulgida",NA,"Y",NA,"itis","Leuciscidae"
"1059","Mylopharodon conocephalus","Mylopharodon","conocephalus",NA,"Y",NA,"itis","Leuciscidae"
"1060","Nocomis biguttatus","Nocomis","biguttatus",NA,"Y","Y","itis","Leuciscidae"
"1061","Nocomis micropogon","Nocomis","micropogon",NA,"Y","Y","itis","Leuciscidae"
"1062","Notemigonus crysoleucas","Notemigonus","crysoleucas",NA,"Y","Y","itis","Leuciscidae"
"1063","Notropis atherinoides","Notropis","atherinoides",NA,"Y","Y","itis","Leuciscidae"
"1064","Notropis buccula","Notropis","buccula",NA,"Y",NA,"itis","Leuciscidae"
"1065","Notropis cummingsae","Notropis","cummingsae",NA,"Y",NA,"itis","Leuciscidae"
"1066","Notropis dorsalis","Notropis","dorsalis",NA,"Y","Y","itis","Leuciscidae"
"1067","Notropis girardi","Notropis","girardi",NA,"Y",NA,"itis","Leuciscidae"
"1068","Notropis heterodon","Notropis","heterodon",NA,"Y","Y","itis","Leuciscidae"
"1069","Notropis lutipinnis","Notropis","lutipinnis",NA,"Y",NA,"itis","Leuciscidae"
"1070","Notropis nubilus","Notropis","nubilus",NA,"Y",NA,"itis","Leuciscidae"
"1071","Notropis oxyrhynchus","Notropis","oxyrhynchus",NA,"Y",NA,"itis","Leuciscidae"
"1072","Notropis rubellus","Notropis","rubellus",NA,"Y","Y","itis","Leuciscidae"
"1073","Notropis stramineus","Notropis","stramineus",NA,"Y","Y","itis","Leuciscidae"
"1074","Notropis telescopus","Notropis","telescopus",NA,"Y",NA,"itis","Leuciscidae"
"1075","Notropis topeka","Notropis","topeka",NA,"Y",NA,"itis","Leuciscidae"
"1076","Orthodon microlepidotus","Orthodon","microlepidotus",NA,"Y",NA,"itis","Leuciscidae"
"1077","Parabramis pekinensis","Parabramis","pekinensis",NA,"Y",NA,"itis","Cyprinidae"
"1078","Phenacobius mirabilis","Phenacobius","mirabilis",NA,"Y","Y","itis","Leuciscidae"
"1079","Phoxinus phoxinus","Phoxinus","phoxinus",NA,"Y",NA,"itis","Leuciscidae"
"1080","Pimephales notatus","Pimephales","notatus",NA,"Y","Y","itis","Leuciscidae"
"1081","Pimephales promelas","Pimephales","promelas",NA,"Y","Y","itis","Leuciscidae"
"1082","Pimephales vigilax","Pimephales","vigilax",NA,"Y","Y","itis","Leuciscidae"
"1083","Plagopterus argentissimus","Plagopterus","argentissimus",NA,"Y",NA,"itis","Leuciscidae"
"1084","Pogonichthys macrolepidotus","Pogonichthys","macrolepidotus",NA,"Y",NA,"itis","Leuciscidae"
"1085","Ptychocheilus grandis","Ptychocheilus","grandis",NA,"Y",NA,"itis","Leuciscidae"
"1086","Rhinichthys atratulus","Rhinichthys","atratulus",NA,"Y","Y","itis","Leuciscidae"
"1087","Rhinichthys cataractae","Rhinichthys","cataractae",NA,"Y","Y","itis","Leuciscidae"
"1088","Rhinichthys cobitis","Rhinichthys","cobitis",NA,"Y",NA,"itis","Leuciscidae"
"1089","Rhinichthys osculus","Rhinichthys","osculus",NA,"Y",NA,"itis","Leuciscidae"
"1090","Rhodeus amarus","Rhodeus","amarus",NA,"Y",NA,"itis","Cyprinidae"
"1091","Schizothorax kozlovi","Schizothorax","kozlovi",NA,"Y",NA,"itis","Cyprinidae"
"1092","Siphateles bicolor","Siphateles","bicolor",NA,"Y",NA,"itis","Leuciscidae"
"1093","Spinibarbus sinensis","Spinibarbus","sinensis",NA,"Y",NA,"itis","Cyprinidae"
"1094","Tanichthys albonubes","Tanichthys","albonubes",NA,"Y",NA,"itis","Cyprinidae"
"1095","Cyprinodon artifrons","Cyprinodon","artifrons",NA,"Y",NA,"itis","Cyprinodontidae"
"1096","Cyprinodon bovinus","Cyprinodon","bovinus",NA,"Y",NA,"itis","Cyprinodontidae"
"1097","Cyprinodon dearborni","Cyprinodon","dearborni",NA,"Y",NA,"itis","Cyprinodontidae"
"1098","Cyprinodon elegans","Cyprinodon","elegans",NA,"Y",NA,"itis","Cyprinodontidae"
"1099","Cyprinodon macularius","Cyprinodon","macularius",NA,"Y",NA,"itis","Cyprinodontidae"
"1100","Cyprinodon nevadensis","Cyprinodon","nevadensis",NA,"Y",NA,"itis","Cyprinodontidae"
"1101","Cyprinodon rubrofluviatilis","Cyprinodon","rubrofluviatilis",NA,"Y",NA,"itis","Cyprinodontidae"
"1102","Cyprinodon salinus","Cyprinodon","salinus",NA,"Y",NA,"itis","Cyprinodontidae"
"1103","Cyprinodon variegatus","Cyprinodon","variegatus",NA,"Y",NA,"itis","Cyprinodontidae"
"1104","Floridichthys carpio","Floridichthys","carpio",NA,"Y",NA,"itis","Cyprinodontidae"
"1105","Taeniura lymma","Taeniura","lymma",NA,"Y",NA,"itis","Dasyatidae"
"1106","Gobiomorphus basalis","Gobiomorphus","basalis",NA,"Y",NA,"itis","Eleotridae"
"1107","Gobiomorphus breviceps","Gobiomorphus","breviceps",NA,"Y",NA,"itis","Eleotridae"
"1108","Gobiomorphus cotidianus","Gobiomorphus","cotidianus",NA,"Y",NA,"itis","Eleotridae"
"1109","Hypseleotris galii","Hypseleotris","galii",NA,"Y",NA,"itis","Eleotridae"
"1110","Hypseleotris klunzingeri","Hypseleotris","klunzingeri",NA,"Y",NA,"itis","Eleotridae"
"1111","Cymatogaster aggregata","Cymatogaster","aggregata",NA,"Y",NA,"itis","Embiotocidae"
"1112","Embiotoca jacksoni","Embiotoca","jacksoni",NA,"Y",NA,"itis","Embiotocidae"
"1113","Hypsurus caryi","Hypsurus","caryi",NA,"Y",NA,"itis","Embiotocidae"
"1114","Hysterocarpus traskii","Hysterocarpus","traskii",NA,"Y",NA,"itis","Embiotocidae"
"1115","Micrometrus minimus","Micrometrus","minimus",NA,"Y",NA,"itis","Embiotocidae"
"1116","Engraulis japonicus","Engraulis","japonicus",NA,"Y",NA,"itis","Engraulidae"
"1117","Engraulis mordax","Engraulis","mordax",NA,"Y",NA,"itis","Engraulidae"
"1118","Esox masquinongy","Esox","masquinongy",NA,"Y","Y","itis","Esocidae"
"1119","Fundulus diaphanus","Fundulus","diaphanus",NA,"Y","Y","itis","Fundulidae"
"1120","Fundulus grandis","Fundulus","grandis",NA,"Y",NA,"itis","Fundulidae"
"1121","Fundulus heteroclitus","Fundulus","heteroclitus",NA,"Y",NA,"itis","Fundulidae"
"1122","Fundulus notatus","Fundulus","notatus",NA,"Y","Y","itis","Fundulidae"
"1123","Fundulus olivaceus","Fundulus","olivaceus",NA,"Y",NA,"itis","Fundulidae"
"1124","Fundulus sciadicus","Fundulus","sciadicus",NA,"Y",NA,"itis","Fundulidae"
"1125","Fundulus zebrinus","Fundulus","zebrinus",NA,"Y",NA,"itis","Fundulidae"
"1126","Lucania parva","Lucania","parva",NA,"Y",NA,"itis","Fundulidae"
"1127","Galaxias argenteus","Galaxias","argenteus",NA,"Y",NA,"itis","Galaxiidae"
"1128","Galaxias brevipinnis","Galaxias","brevipinnis",NA,"Y",NA,"itis","Galaxiidae"
"1129","Galaxias fasciatus","Galaxias","fasciatus",NA,"Y",NA,"itis","Galaxiidae"
"1130","Galaxias maculatus","Galaxias","maculatus",NA,"Y",NA,"itis","Galaxiidae"
"1131","Galaxias postvectis","Galaxias","postvectis",NA,"Y",NA,"itis","Galaxiidae"
"1132","Apeltes quadracus","Apeltes","quadracus",NA,"Y","Y","itis","Gasterosteidae"
"1133","Culaea inconstans","Culaea","inconstans",NA,"Y","Y","itis","Gasterosteidae"
"1134","Gasterosteus aculeatus","Gasterosteus","aculeatus",NA,"Y","Y","itis","Gasterosteidae"
"1135","Eucinostomus argenteus","Eucinostomus","argenteus",NA,"Y",NA,"itis","Gerreidae"
"1136","Eucinostomus gracilis","Eucinostomus","gracilis",NA,"Y",NA,"itis","Gerreidae"
"1137","Gerres oyena","Gerres","oyena",NA,"Y",NA,"itis","Gerreidae"
"1138","Gobiesox pinniger","Gobiesox","pinniger",NA,"Y",NA,"itis","Gobiesocidae"
"1139","Gobiesox strumosus","Gobiesox","strumosus",NA,"Y",NA,"itis","Gobiesocidae"
"1140","Tomicodon humeralis","Tomicodon","humeralis",NA,"Y",NA,"itis","Gobiesocidae"
"1141","Amblygobius phalaena","Amblygobius","phalaena",NA,"Y",NA,"itis","Gobiidae"
"1142","Awaous commersoni","Awaous","commersoni",NA,"Y",NA,"itis","Gobiidae"
"1143","Bathygobius fuscus","Bathygobius","fuscus",NA,"Y",NA,"itis","Gobiidae"
"1144","Bathygobius ramosus","Bathygobius","ramosus",NA,"Y",NA,"itis","Gobiidae"
"1145","Bathygobius soporator","Bathygobius","soporator",NA,"Y",NA,"itis","Gobiidae"
"1146","Coryphopterus urospilus","Coryphopterus","urospilus",NA,"Y",NA,"itis","Gobiidae"
"1147","Croilia mossambica","Croilia","mossambica",NA,"Y",NA,"itis","Gobiidae"
"1148","Ctenogobius sagittula","Ctenogobius","sagittula",NA,"Y",NA,"itis","Gobiidae"
"1149","Gillichthys mirabilis","Gillichthys","mirabilis",NA,"Y",NA,"itis","Gobiidae"
"1150","Gnatholepis anjerensis","Gnatholepis","anjerensis",NA,"Y",NA,"itis","Gobiidae"
"1151","Gobiosoma chiquita","Gobiosoma","chiquita",NA,"Y",NA,"itis","Gobiidae"
"1152","Gobius cobitis","Gobius","cobitis",NA,"Y",NA,"itis","Gobiidae"
"1153","Gobius paganellus","Gobius","paganellus",NA,"Y",NA,"itis","Gobiidae"
"1154","Istigobius ornatus","Istigobius","ornatus",NA,"Y",NA,"itis","Gobiidae"
"1155","Neogobius melanostomus","Neogobius","melanostomus",NA,"Y","Y","itis","Gobiidae"
"1156","Periophthalmus argentilineatus","Periophthalmus","argentilineatus",NA,"Y",NA,"itis","Gobiidae"
"1157","Periophthalmus kalolo","Periophthalmus","kalolo",NA,"Y",NA,"itis","Gobiidae"
"1158","Pomatoschistus minutus","Pomatoschistus","minutus",NA,"Y",NA,"itis","Gobiidae"
"1159","Quietula y","Quietula","y",NA,"Y",NA,"itis","Gobiidae"
"1160","Tridentiger bifasciatus","Tridentiger","bifasciatus",NA,"Y",NA,"itis","Gobiidae"
"1161","Yongeichthys criniger","Yongeichthys","criniger",NA,"Y",NA,"itis","Gobiidae"
"1162","Haemulon flavolineatum","Haemulon","flavolineatum",NA,"Y",NA,"itis","Haemulidae"
"1163","Haemulon steindachneri","Haemulon","steindachneri",NA,"Y",NA,"itis","Haemulidae"
"1164","Hyporhamphus rosae","Hyporhamphus","rosae",NA,"Y",NA,"itis","Hemiramphidae"
"1165","Ameiurus catus","Ameiurus","catus",NA,"Y","Y","itis","Ictaluridae"
"1166","Ameiurus melas","Ameiurus","melas",NA,"Y","Y","itis","Ictaluridae"
"1167","Ameiurus natalis","Ameiurus","natalis",NA,"Y","Y","itis","Ictaluridae"
"1168","Noturus exilis","Noturus","exilis",NA,"Y",NA,"itis","Ictaluridae"
"1169","Noturus flavus","Noturus","flavus",NA,"Y","Y","itis","Ictaluridae"
"1170","Noturus gyrinus","Noturus","gyrinus",NA,"Y","Y","itis","Ictaluridae"
"1171","Kuhlia sandvicensis","Kuhlia","sandvicensis",NA,"Y",NA,"itis","Kuhliidae"
"1172","Girella nigricans","Girella","nigricans",NA,"Y",NA,"itis","Kyphosidae"
"1173","Halichoeres binotopsis","Halichoeres","binotopsis",NA,"Y",NA,"itis","Labridae"
"1174","Halichoeres dispilus","Halichoeres","dispilus",NA,"Y",NA,"itis","Labridae"
"1175","Halichoeres nigrescens","Halichoeres","nigrescens",NA,"Y",NA,"itis","Labridae"
"1176","Notolabrus celidotus","Notolabrus","celidotus",NA,"Y",NA,"itis","Labridae"
"1177","Symphodus ocellatus","Symphodus","ocellatus",NA,"Y",NA,"itis","Labridae"
"1178","Tautogolabrus adspersus","Tautogolabrus","adspersus",NA,"Y",NA,"itis","Labridae"
"1179","Thalassoma lucasanum","Thalassoma","lucasanum",NA,"Y",NA,"itis","Labridae"
"1180","Dialommus macrocephalus","Dialommus","macrocephalus",NA,"Y",NA,"itis","Labrisomidae"
"1181","Malacoctenus gigas","Malacoctenus","gigas",NA,"Y",NA,"itis","Labrisomidae"
"1182","Malacoctenus zonifer","Malacoctenus","zonifer",NA,"Y",NA,"itis","Labrisomidae"
"1183","Hypostomus borellii","Hypostomus","borellii",NA,"Y",NA,"itis","Loricariidae"
"1184","Loricaria tucumanensis","Loricaria","tucumanensis",NA,"Y",NA,"itis","Loricariidae"
"1185","Lutjanus apodus","Lutjanus","apodus",NA,"Y",NA,"itis","Lutjanidae"
"1186","Lutjanus guttatus","Lutjanus","guttatus",NA,"Y",NA,"itis","Lutjanidae"
"1187","Melanotaenia duboulayi","Melanotaenia","duboulayi",NA,"Y",NA,"itis","Melanotaeniidae"
"1188","Melanotaenia splendida","Melanotaenia","splendida",NA,"Y",NA,"itis","Melanotaeniidae"
"1189","Monacanthus chinensis","Monacanthus","chinensis",NA,"Y",NA,"itis","Monacanthidae"
"1190","Chelon subviridis","Chelon","subviridis",NA,"Y",NA,"itis","Mugilidae"
"1191","Crenimugil crenilabis","Crenimugil","crenilabis",NA,"Y",NA,"itis","Mugilidae"
"1192","Ellochelon vaigiensis","Ellochelon","vaigiensis",NA,"Y",NA,"itis",NA
"1193","Moolgarda engeli","Moolgarda","engeli",NA,"Y",NA,"itis",NA
"1194","Rhinomugil corsula","Rhinomugil","corsula",NA,"Y",NA,"itis","Mugilidae"
"1195","Mullus barbatus","Mullus","barbatus",NA,"Y",NA,"itis","Mullidae"
"1196","Congresox talabonoides","Congresox","talabonoides",NA,"Y",NA,"itis","Muraenesocidae"
